OBJECTID,ID,LENGTH,AFC_NUMBER,ROADTYPE,NUMBER,PRIMARY_NA,ALT_NAME_1,ALT_NAME_2,LOCAL_NAME,STATE,CCSTYLE,ALTFUEL_RO,EV_ROUND,EV,ELECTRICVE,CNG_ROUND,CNG,COMNATURAL,LNG_ROUND,LNG,LIQNATURAL,LPG_ROUND,LPG,PROPANE,HY_ROUND,HY,HYDROGEN,Len_miles,Not_NHS,ShapeSTLength
515,487,264.12,285,U,285,U285, , , ,CO,3,4,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,264.12070546,0,542632.459652227
516,494,8.59,70,I,70,I70,U36, , ,CO,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,8.58543026,0,18117.336002631
517,496,18.08,76,I,76,I76, , , ,CO,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,18.08454123,0,37979.3666745822
518,500,42.65,80,I,80,I80,I,80, ,WY,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,42.65299106,0,91491.2415676485
519,501,8.88,25,I,25,I25,I,25, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,8.87927789,0,18880.7158433151
520,509,116.22,25,I,25,I25, , , ,NM,1,4,4,2,Signage Pending,4,2,Signage Pending,4,2,Signage Pending,4,2,Signage Pending,0,0, ,116.21595959,0,231326.866827345
521,523,90.62,25,I,25,I25,U85, , ,CO,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,90.6172915,0,183715.128600141
522,524,97.28,25,I,25,I25,U85, , ,CO,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,97.27782398,0,200436.340723512
523,528,46.38,25,I,25,I25,I,25, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,46.37876394,0,99088.5653847069
524,475,27.6,285,S,285,S285, , , ,NM,4,5,5,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,27.60201068,0,54606.5770240159
525,463,0.55,160,S,160,S160, , , ,NM,4,4,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,0.54878339,0,1106.4553167291
526,462,0.31,160,S,160,S160, , , ,NM,4,4,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,0.30913913,0,624.12442973106
527,469,7.93,25,I,25,I25,S285, , ,NM,1,4,5,2,Signage Pending,4,2,Signage Pending,4,2,Signage Pending,4,1,Signage Ready,0,0, ,7.92778234,0,15678.2269376465
528,472,82.48,285,S,285,S285, , , ,NM,4,5,5,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,82.47511403,0,161803.566442886
529,468,57.33,25,I,25,I25, , , ,NM,1,4,4,1,Signage Ready,4,1,Signage Ready,4,2,Signage Pending,4,1,Signage Ready,0,0, ,57.32669302,0,113334.981590609
530,471,0.01,285,S,285,S285, , , ,NM,4,5,5,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,0.01116012,0,21.7361469676666
531,473,54.27,25,I,25,I25, , , ,NM,1,4,4,2,Signage Pending,4,2,Signage Pending,4,2,Signage Pending,4,1,Signage Ready,0,0, ,54.27043432,0,107443.552892011
532,476,80.34,285,S,285,S285, , , ,NM,4,5,5,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,80.33947698,0,160204.987671124
533,484,26.46,80,I,80,I80,I,80, ,WY,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,26.46179097,0,57394.5248335979
534,485,77.87,70,I,70,I70,U6, , ,CO,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,77.86634887,0,163271.409578762
535,497,49.41,25,I,25,I25,U87, , ,CO,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,49.41319213,0,103420.37049418
536,479,86.38,70,I,70,I70,U6, , ,CO,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,86.37692421,0,180460.273463326
537,478,30.69,70,I,70,I70, , , ,CO,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,30.6935228,0,64027.0381335313
538,480,1.42,70,I,70,I70,U6, , ,CO,1,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,0,0, ,1.42350792,0,2974.5455890839
539,483,54.57,80,I,80,I80,I,80, ,WY,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,54.56711512,0,118259.344079254
540,482,25.42,80,I,80,I80,I,80, ,WY,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,25.4223663,0,55051.8523138647
541,488,57.31,70,I,70,I70, , , ,CO,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,57.30904564,0,120375.398396663
542,486,7.3,70,I,70,I70, , , ,CO,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0,0, ,7.30316719,0,15208.6281466241
543,489,9.31,70,I,70,I70, , , ,CO,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,9.31179553,0,19524.4971964596
544,491,5.35,76,I,76,I76, , , ,CO,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,5.34852483,0,11261.0011246919
545,492,13.68,25,I,25,I25,U87, , ,CO,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,13.67972356,0,28583.4035571153
546,493,2.62,25,I,25,I25,U87, , ,CO,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,2.62111326,0,5456.83859798426
547,490,4.59,70,I,70,I70, , , ,CO,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,4.59009206,0,9681.06857842123
548,498,33.87,25,I,25,I25,U87, , ,CO,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,33.86876115,0,71572.1289265813
549,499,44.51,80,I,80,I80,I,80, ,WY,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,44.51190571,0,95789.1141070331
550,495,34.04,80,I,80,I80,I,80, ,WY,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,34.04238293,0,73626.8756121617
551,513,62.28,40,I,40,I40,I,40, ,TX,1,256,5,2,Signage Pending,2,2,Signage Pending,6,2,Signage Pending,2,1,Signage Ready,6,2,Signage Pending,62.28014773,0,123527.809578328
552,510,13,25,I,25,I25, , , ,CO,1,1,1,2,Signage Pending,0,0, ,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,13.00139405,0,26125.2840316966
553,511,0.73,25,I,25,I25,U85, , ,CO,1,1,1,2,Signage Pending,0,0, ,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0.7254893,0,1458.60116153978
554,519,1.85,40,I,40,I40,I,40, ,TX,1,256,5,2,Signage Pending,2,1,Signage Ready,6,2,Signage Pending,2,1,Signage Ready,6,2,Signage Pending,1.84757581,0,3665.12689080153
555,515,5.76,40,I,40,I40,I,40, ,TX,1,256,5,2,Signage Pending,2,2,Signage Pending,6,2,Signage Pending,2,1,Signage Ready,6,2,Signage Pending,5.76361233,0,11429.9582019505
556,522,52.56,412,U,412,U412, ,"S-3, S-136, U-64",N Main St,OK,3,0,0,0, ,0,0, ,0,0, ,0,0, ,0,0, ,52.55822732,0,106354.013944209
557,526,87.68,70,I,70,I70, , , ,CO,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,87.6844361,0,183745.527702727
558,529,159.88,76,I,76,I76, , , ,CO,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,159.87872782,0,339461.121098589
559,530,125.79,80,I,80,I80, , , ,NE,1,1,1,2,Signage Pending,1,2,Signage Pending,0,0, ,1,2,Signage Pending,0,0, ,125.78784107,0,270338.107012657
560,525,78.18,70,I,70,I70, , , ,CO,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,78.17678766,0,163764.390554528
561,527,42.92,80,I,80,I80,I,80, ,WY,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,42.91737271,0,92260.4384084091
562,531,50.13,80,I,80,I80, , , ,NE,1,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,0,0, ,50.13080187,0,107771.083759329
563,546,32.19,90,I,90,I90,I,90, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,32.18822382,0,72454.8094450593
564,541,35.38,25,I,25,I25,I,25, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,35.38249762,0,79209.9854132221
565,543,12.91,90,I,90,I90,I,90, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,12.90997439,0,29251.5136059149
566,532,22.29,90,I,90,I90,I,90, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,22.29334511,0,50665.5771497891
567,535,49.52,25,I,25,I25,I,25, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,49.51548334,0,108895.164628198
568,533,37.32,25,I,25,I25,I,25, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,37.32442349,0,82911.3251742208
569,534,18.18,25,I,25,I25,I,25, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,18.17692382,0,40088.3819187912
570,536,25.28,25,I,25,I25,I,25, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,25.27765127,0,55610.0153972965
571,538,19.07,25,I,25,I25,I,25, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,19.07441213,0,41382.945092614
572,539,23.76,25,I,25,I25,I,25, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,23.76266834,0,51997.8908026495
573,544,28.39,90,I,90,I90,I,90, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,28.38759476,0,63794.1879348639
574,540,23.27,90,I,90,I90,I,90, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,23.26767446,0,52495.5086384892
575,542,20.86,90,I,90,I90,I,90, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,20.85717917,0,46913.5786390406
576,545,22.29,90,I,90,I90,I,90, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,22.29392277,0,50134.4095844998
577,548,18.13,90,I,90,I90,I,90, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,18.13067971,0,40918.6542867012
578,547,28.28,90,I,90,I90,I,90, ,WY,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,28.28142149,0,63668.3388470447
579,438,267.27,10,I,10,I10,S8, , ,FL,1,4,4,2,Signage Pending,4,2,Signage Pending,4,2,Signage Pending,4,2,Signage Pending,0,0, ,267.27438223,0,500347.170451085
580,934,78.19,10,I,10,I10,I,10, ,LA,1,246,4,2,Signage Pending,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,6,2,Signage Pending,78.19096599,0,145774.777205146
581,935,206.97,49,I,49,I49,I,49, ,LA,1,26,6,2,Signage Pending,2,1,Signage Ready,0,0, ,0,0, ,6,2,Signage Pending,206.97495327,0,390821.131633279
582,957,172.14,20,I,20,I20,I,20, ,LA,1,26,6,2,Signage Pending,2,1,Signage Ready,0,0, ,2,1,Signage Ready,6,2,Signage Pending,172.13636748,0,329887.361879841
583,609,13.1,30,I,30,I30, , , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,13.10322887,0,25187.9407534454
584,924,53.93,45,I,45,I45, , , ,TX,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,53.93162773,0,102441.465829423
585,926,113.51,20,I,20,I20,U259, , ,TX,1,16,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,113.51489366,0,217631.879858772
586,973,8.67,35,I,35,I35,U81, ,PAN AM EXWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,8.67187154,0,16034.7385832939
587,974,143.41,37,I,37,I37,I,37, ,TX,1,26,6,2,Signage Pending,2,1,Signage Ready,2,2,Signage Pending,6,2,Signage Pending,6,2,Signage Pending,143.41135414,0,263557.352978002
588,984,22.49,410,I,410,I410, , , ,TX,1,36,6,2,Signage Pending,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,22.48599712,0,41573.2841689198
589,986,26.96,410,I,410,I410, , , ,TX,1,36,6,2,Signage Pending,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,26.96097676,0,49911.4373340259
590,2329,44.18,10,I,10,I10,U90, ,KATY FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,44.1832117,0,81901.2244625948
591,2341,22.46,45,I,45,I45,S87, , ,TX,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,22.46034569,0,41535.9458129529
592,554,115.55,35,I,35,I35,U81, ,PAN AM EXWY,TX,1,16,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,6,2,Signage Pending,115.55025213,0,212680.752343081
593,553,11.33,35,I,35,I35,U81, , ,TX,1,16,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,6,2,Signage Pending,11.33150578,0,20743.3306730098
594,552,0.13,35,I,35,I35,U81, , ,TX,1,16,0,0, ,0,0, ,0,0, ,1,2,Signage Pending,6,2,Signage Pending,0.12775328,0,233.554494868211
595,2337,17.24,35,I,35,I35,U81, ,PAN AM EXWY,TX,1,16,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,17.23727574,0,31813.9237795758
596,555,46.9,2,I,2,I2,I,2, ,TX,1,26,6,2,Signage Pending,6,2,Signage Pending,6,2,Signage Pending,2,2,Signage Pending,0,0, ,46.90140825,0,83552.7620292253
597,978,12.33,10,I,10,I10,U87, ,NORTHWEST EXWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,12.33267297,0,22895.3250177179
598,983,116.02,20,I,20,I20,U80, , ,TX,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,0,0, ,116.01955663,0,222210.044252487
599,996,34.99,35,I,35,I35,U81, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,34.98576387,0,65989.9050118773
600,2330,44.01,10,I,10,I10, , , ,TX,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0,0, ,44.01388216,0,82151.6363651374
601,976,53.34,10,I,10,I10, , , ,TX,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0,0, ,53.34017729,0,99762.3278461927
602,977,36.57,10,I,10,I10,U87, , ,TX,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,0,0, ,36.57350245,0,68029.6406881177
603,2331,6.61,10,I,10,I10, , , ,TX,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,0,0, ,6.61312895,0,12314.936225027
604,979,35.42,20,I,20,I20,U80, , ,TX,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,0,0, ,35.42343963,0,67862.5382156397
605,982,8.8,20,I,20,I20,U80, , ,TX,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,0,0, ,8.804105,0,16842.317500947
606,980,0.94,20,I,20,I20,U80, , ,TX,1,1,0,0, ,0,0, ,1,2,Signage Pending,0,0, ,0,0, ,0.94174491,0,1803.31334368271
607,981,0.94,20,I,20,I20,U80, , ,TX,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,0.94040769,0,1800.79317648876
608,992,28.44,35,I,35,I35,U81, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,28.43534724,0,53115.0960510231
609,994,89.09,10,I,10,I10,U90, ,KATY FRWY,TX,1,16,1,2,Signage Pending,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,89.0938157,0,164963.782684436
610,995,38.48,35,I,35,I35,U81, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,38.48185916,0,72310.7334979766
611,989,36.09,10,I,10,I10, , , ,TX,1,16,1,2,Signage Pending,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,36.0925303,0,66734.6175250961
612,991,40.15,35,I,35,I35,U81, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,40.15239388,0,74659.8505241325
613,990,14.93,35,I,35,I35,U81, ,PAN AM EXWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,14.92524248,0,27650.439908419
614,987,6.31,10,I,10,I10,U87, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,6.31417159,0,11701.3150921864
615,988,10.75,35,I,35,I35,I410, ,PAN AM EXWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,10.74767312,0,19902.0611316038
616,985,2.56,10,I,10,I10,I35, , ,TX,1,1,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,2.5581475,0,4744.09941237287
617,993,15.44,35,I,35,I35,U81, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,15.43514102,0,28908.2866274239
618,999,45.32,35W,I,35W,I35W, , , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,45.31749233,0,86275.2608864525
619,1000,47.48,35E,I,35E,I35E, , , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,47.48308207,0,90412.3958825249
620,1001,13.48,30,I,30,I30,U80, ,EAST WEST FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,6,2,Signage Pending,13.4776993,0,25899.125266867
621,1002,15.69,20,I,20,I20,I820, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,15.68899912,0,30113.6700588886
622,2338,21.18,45,I,45,I45, , , ,TX,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,21.18411306,0,40371.3011160721
623,997,12.32,20,I,20,I20,U80, , ,TX,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,0,0, ,12.31625533,0,23664.1019552491
624,998,32.42,35,I,35,I35,U77, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,32.42218048,0,61397.7789624019
625,594,23.56,30,I,30,I30, , ,FORT WORTH-DALLAS FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,23.55509322,0,45298.6440331423
626,595,24.73,20,I,20,I20, , , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,24.72714811,0,47488.3085039928
627,596,34.62,35W,I,35W,I35W,U377, ,NORTH FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,34.62480676,0,66333.4639912045
628,601,39.75,35E,I,35E,I35E, , ,STEMMONS FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,39.75334306,0,76308.1281383283
629,602,19.84,635,I,635,I635, , , ,TX,1,3,3,1,Signage Ready,3,1,Signage Ready,6,2,Signage Pending,3,1,Signage Ready,0,0, ,19.84108554,0,38007.6139167838
630,608,28.34,75,U,75,U75,U,75, ,TX,3,26,2,1,Signage Ready,2,1,Signage Ready,2,2,Signage Pending,2,1,Signage Ready,6,2,Signage Pending,28.33912903,0,54296.1255104542
631,591,5.06,20,I,20,I20,I820, ,SOUTHEAST LOOP,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,5.06272281,0,9716.31203405391
632,1003,35.47,820,I,820,I820, , , ,TX,1,3,3,1,Signage Ready,3,2,Signage Pending,0,0, ,3,1,Signage Ready,0,0, ,35.46828889,0,67961.8397170849
633,2336,6.25,30,I,30,I30, , ,FORT WORTH-DALLAS FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,6,2,Signage Pending,6.24901639,0,12013.2203887838
634,590,1.44,30,I,30,I30,U80, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,6,2,Signage Pending,1.44422208,0,2774.50842645891
635,592,5.54,35W,I,35W,I35W, , , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,5.54433771,0,10582.2516607115
636,1004,1.46,30,I,30,I30,U80, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,6,2,Signage Pending,1.46015416,0,2804.84277608783
637,593,0.02,30,I,30,I30,U80, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,6,2,Signage Pending,0.02261161,0,43.4673042663103
638,598,9.38,35E,I,35E,I35E, , ,R L THORNTON FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,9.37987035,0,17916.8218900146
639,600,8.85,45,I,45,I45, , ,JULIUS SCHEPPS FRWY,TX,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,8.85286264,0,16916.8764087739
640,607,9.73,30,I,30,I30, , ,R L THORNTON FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,9.73143838,0,18702.409249615
641,2335,1.48,20,I,20,I20, , ,LYNDON B JOHNSON FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,1.48081513,0,2842.03062884984
642,599,4.34,20,I,20,I20, , ,LYNDON B JOHNSON FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,1,1,Signage Ready,6,2,Signage Pending,4.34187571,0,8335.21711624164
643,604,1.5,30,I,30,I30, , ,R L THORNTON FRWY,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,1.50223081,0,2884.3288143765
644,603,0.42,30,I,30,I30,I35E, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,0.41741371,0,801.607680469179
645,605,1.47,45,I,45,I45, , ,JULIUS SCHEPPS FRWY,TX,1,1,1,2,Signage Pending,0,0, ,1,2,Signage Pending,0,0, ,1,2,Signage Pending,1.46888008,0,2811.76546171918
646,606,9.01,20,I,20,I20,U259, , ,TX,1,16,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,9.00887275,0,17290.3510059591
647,2340,3.43,45,I,45,I45, , , ,TX,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,3.4267499,0,6551.58954587346
648,912,56.11,45,I,45,I45, , , ,TX,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,56.10630136,0,105788.255986726
649,923,69.19,10,I,10,I10, , , ,TX,1,16,1,2,Signage Pending,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,6,2,Signage Pending,69.18910355,0,128556.574892193
650,928,39.26,20,I,20,I20, , , ,TX,1,16,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,39.26163635,0,75229.9535741917
651,930,60.64,30,I,30,I30, , , ,TX,1,16,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,6,2,Signage Pending,60.64162586,0,117319.78895
652,619,53.41,8,S,8,S8, ,HGAC,E SAM HOUSTON PKWY,TX,4,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,53.41151304,0,99112.5092618553
653,620,28.71,69,I,69,I69,U59, , ,TX,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,28.70740203,0,53332.5056969549
654,909,12.47,8,S,8,S8, ,HGAC,NORTH BELT W,TX,4,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,12.47058641,0,23181.6743860409
655,910,12.53,8,S,8,S8, ,HGAC,NORTH BELT W,TX,4,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,12.52987979,0,23292.0760434452
656,911,63.07,45,I,45,I45, , ,NORTH FRWY,TX,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,63.07025447,0,117765.055005195
657,913,38,610,I,610,I610, , , ,TX,1,3,3,1,Signage Ready,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,38.00004141,0,70537.8164950695
