OBJECTID,ID,LENGTH,AFC_NUMBER,ROADTYPE,NUMBER,PRIMARY_NA,ALT_NAME_1,ALT_NAME_2,LOCAL_NAME,STATE,CCSTYLE,ALTFUEL_RO,EV_ROUND,EV,ELECTRICVE,CNG_ROUND,CNG,COMNATURAL,LNG_ROUND,LNG,LIQNATURAL,LPG_ROUND,LPG,PROPANE,HY_ROUND,HY,HYDROGEN,Len_miles,Not_NHS,ShapeSTLength
1024,1302,29.41,44,I,44,I44, , , ,MO,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,29.41217985,0,60874.3496212504
1025,1306,14.45,70,I,70,I70, , , ,MO,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,0,0, ,14.44808252,0,29885.0105574708
1026,1305,1.5,70,I,70,I70, , , ,MO,1,3,3,1,Signage Ready,3,1,Signage Ready,3,2,Signage Pending,3,1,Signage Ready,0,0, ,1.49775288,0,3066.95924247576
1027,1304,1.33,55,I,55,I55, , , ,MO,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1.32756403,0,2743.31787378354
1028,2283,16.86,70,I,70,I70, , , ,MO,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,16.8642989,0,35088.3019561219
1029,1307,50.49,80,I,80,I80,U6, , ,IA,1,15,5,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,5,1,Signage Ready,1,2,Signage Pending,50.49156863,0,109357.094839259
1030,1310,13.85,74,I,74,I74,I280, , ,IL,1,1,1,1,Signage Ready,0,0, ,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,13.85457461,0,29803.9759137563
1031,1311,19.1,80,I,80,I80, , , ,IL,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,19.10479431,0,41084.6020911659
1032,1308,5.57,80,I,80,I80,U61, , ,IA,1,15,5,1,Signage Ready,5,1,Signage Ready,1,2,Signage Pending,5,1,Signage Ready,1,2,Signage Pending,5.56972054,0,12057.7344169338
1033,1309,5.42,74,I,74,I74,U6, , ,IA,1,2,0,0, ,0,0, ,0,0, ,0,0, ,0,0, ,5.41836212,0,11595.0717388616
1034,1314,79.9,70,I,70,I70, , , ,IL,1,13,3,2,Signage Pending,3,2,Signage Pending,1,2,Signage Pending,3,2,Signage Pending,1,2,Signage Pending,79.89720133,0,166214.354433238
1035,1320,58.76,39,I,39,I39, , , ,IL,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,58.76326667,0,124534.760419269
1036,1323,86.08,55,I,55,I55, , , ,IL,1,16,6,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,86.07585228,0,183245.14784326
1037,1317,6.4,55,I,55,I55,I74, , ,IL,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,6.39785506,0,13462.452103665
1038,1318,1.02,55,I,55,I55, , , ,IL,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0,0, ,1,2,Signage Pending,1.01527457,0,2163.16985685257
1039,1321,33.22,80,I,80,I80, , , ,IL,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,33.21533117,0,71674.0177159151
1040,1324,14.14,80,I,80,I80, , , ,IL,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,14.13993447,0,30438.8556251207
1041,140,69.88,75,I,75,I75,I,75, ,TN,1,25,2,2,Signage Pending,2,1,Signage Ready,0,0, ,5,1,Signage Ready,0,0, ,69.88170923,0,138063.767226865
1042,177,68.38,65,I,65,I65,I,65, ,TN,1,25,2,2,Signage Pending,2,1,Signage Ready,0,0, ,5,1,Signage Ready,0,0, ,68.38022696,0,134483.338978829
1043,1113,103.76,40,I,40,I40, , , ,TN,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,103.760709,0,207964.55404784
1044,162,39.07,65,I,65,I65, , , ,AL,1,34,4,2,Signage Pending,2,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,39.0665588,0,76189.4482421525
1045,159,27.42,65,I,65,I65, , , ,AL,1,34,4,2,Signage Pending,2,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,27.41633588,0,53034.1310721444
1046,1329,13.1,65,I,65,I65, , , ,AL,1,34,4,2,Signage Pending,2,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,13.10197874,0,25276.2168550781
1047,1326,0.22,65,I,65,I65, , , ,AL,1,234,4,2,Signage Pending,2,1,Signage Ready,2,2,Signage Pending,3,1,Signage Ready,0,0, ,0.21768294,0,419.448515037585
1048,1327,1.38,65,I,65,I65, , , ,AL,1,234,4,2,Signage Pending,2,1,Signage Ready,2,2,Signage Pending,3,1,Signage Ready,0,0, ,1.3814836,0,2660.79781484074
1049,1328,0,65,I,65,I65, , , ,AL,1,234,4,2,Signage Pending,2,1,Signage Ready,2,2,Signage Pending,3,1,Signage Ready,0,0, ,0.00070345,0,1.35512441495237
1050,160,20.11,65,I,65,I65, , , ,AL,1,34,4,2,Signage Pending,2,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,20.10525362,0,39035.444525126
1051,165,21.93,565,I,565,I565, , , ,AL,1,4,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,21.93118822,0,43117.4959620619
1052,133,28.32,65,I,65,I65, , , ,KY,1,36,3,2,Signage Pending,3,2,Signage Pending,0,0, ,3,1,Signage Ready,6,2,Signage Pending,28.31703442,0,56714.600539198
1053,175,32.86,40,I,40,I40, , , ,TN,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,32.85740832,0,65728.5630944621
1054,2323,53.99,24,I,24,I24,I,24, ,TN,1,2,2,1,Signage Ready,2,1,Signage Ready,0,0, ,5,1,Signage Ready,0,0, ,53.99210722,0,107902.186115428
1055,1436,21.15,65,I,65,I65,I,65, ,TN,1,25,2,1,Signage Ready,2,1,Signage Ready,0,0, ,5,1,Signage Ready,0,0, ,21.14692989,0,41958.6576580593
1056,1435,7.44,40,I,40,I40, , , ,TN,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,7.44239623,0,14864.8894908261
1057,1438,3.99,65,I,65,I65,I,65, ,TN,1,25,2,1,Signage Ready,2,2,Signage Pending,0,0, ,5,1,Signage Ready,0,0, ,3.98813121,0,7949.52198654619
1058,1442,26.37,65,I,65,I65,I,65, ,TN,1,25,2,2,Signage Pending,2,2,Signage Pending,0,0, ,5,1,Signage Ready,0,0, ,26.37355626,0,52603.8864062525
1059,1439,2.95,65,I,65,I65,I,65, ,TN,1,25,2,1,Signage Ready,2,2,Signage Pending,0,0, ,5,1,Signage Ready,0,0, ,2.94863968,0,5875.47665554404
1060,1101,56.78,20,I,20,I20, , , ,GA,1,23,2,1,Signage Ready,2,1,Signage Ready,3,1,Signage Ready,5,1,Signage Ready,0,0, ,56.78460164,0,110476.628169435
1061,1102,104.52,75,I,75,I75, , , ,GA,1,13,1,1,Signage Ready,1,1,Signage Ready,3,1,Signage Ready,5,1,Signage Ready,0,0, ,104.52000373,0,203642.660212917
1062,1107,13.05,515,S,515,SR515,US5, , ,GA,4,3,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,13.05387252,0,25468.0279137144
1063,2257,29.02,20,I,20,I20, , , ,AL,1,234,4,1,Signage Ready,2,1,Signage Ready,2,2,Signage Pending,3,1,Signage Ready,0,0, ,29.02386129,0,56401.3179579519
1064,137,16.06,59,I,59,I59, , , ,GA,1,3,0,0, ,0,0, ,0,0, ,3,1,Signage Ready,0,0, ,16.0632194,0,31443.1377918277
1065,136,4.07,59,I,59,I59, , , ,GA,1,3,0,0, ,0,0, ,0,0, ,3,1,Signage Ready,0,0, ,4.06797181,0,7940.86585105303
1066,2326,10.04,75,I,75,I75,U64,I75, ,TN,1,25,5,1,Signage Ready,5,1,Signage Ready,0,0, ,5,1,Signage Ready,0,0, ,10.04220478,0,19800.3401482944
1067,139,7.4,24,I,24,I24,U64,I59, ,TN,1,235,5,1,Signage Ready,5,1,Signage Ready,0,0, ,5,1,Signage Ready,0,0, ,7.39544287,0,14551.0154461293
1068,138,2.38,59,I,59,I59, , , ,AL,1,3,0,0, ,0,0, ,0,0, ,3,1,Signage Ready,0,0, ,2.38309593,0,4695.29248440548
1069,1103,31.14,575,I,575,I575, , , ,GA,1,3,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,31.13637541,0,60473.0468397232
1070,1104,11.85,515,S,515,SR515,US5, , ,GA,4,3,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,11.84573322,0,23118.0508816197
1071,1105,0.36,515,S,515,SR515,US5, , ,GA,4,3,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,0.36391524,0,710.87082077127
1072,1108,12.31,75,I,75,I75, , , ,GA,1,13,1,1,Signage Ready,1,1,Signage Ready,3,1,Signage Ready,5,1,Signage Ready,0,0, ,12.30635215,0,23756.6433130758
1073,1109,0.16,85,I,85,I85, , , ,GA,1,3,3,1,Signage Ready,1,2,Signage Pending,0,0, ,5,1,Signage Ready,0,0, ,0.15873532,0,308.932975306591
1074,1114,50.12,40,I,40,I40, , , ,TN,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,50.12307152,0,100088.423785786
1075,1245,38.48,75,I,75,I75,I,75, ,KY,1,26,2,2,Signage Pending,2,2,Signage Pending,2,1,Signage Ready,0,0, ,6,2,Signage Pending,38.4763884,0,77004.2217100014
1076,1116,57.58,75,I,75,I75,I,75, ,TN,1,2,2,2,Signage Pending,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,57.58192232,0,114881.983799598
1077,1115,16.97,40,I,40,I75,I40, , ,TN,1,125,1,1,Signage Ready,2,1,Signage Ready,1,2,Signage Pending,5,1,Signage Ready,1,2,Signage Pending,16.97308549,0,33930.8009267009
1078,2325,3.23,75,I,75,I75,I,75, ,TN,1,25,2,1,Signage Ready,2,1,Signage Ready,0,0, ,5,1,Signage Ready,0,0, ,3.22623221,0,6388.20298514502
1079,1246,37.53,75,I,75,I75,I,75, ,KY,1,26,2,2,Signage Pending,2,2,Signage Pending,2,1,Signage Ready,0,0, ,6,2,Signage Pending,37.52890427,0,75726.866744411
1080,1217,18.58,75,I,75,I75,I,75, ,OH,1,2,2,2,Signage Pending,2,1,Signage Ready,2,1,Signage Ready,5,1,Signage Ready,0,0, ,18.57704917,0,38677.7165977554
1081,1219,25.33,675,I,675,I675,I,675, ,OH,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,25.33108118,0,52992.6506283452
1082,1225,79.33,80,I,80,I80,I90, ,JAMES W SHOCKNESSY OHIO TPKE,IN,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,79.32580521,0,171869.953232758
1083,1232,33.6,70,I,70,I70, , , ,OH,1,235,5,2,Signage Pending,2,1,Signage Ready,2,2,Signage Pending,3,1,Signage Ready,0,0, ,33.60463864,0,70952.4073251333
1084,1251,19.81,65,I,65,I65, , , ,IN,1,3,3,1,Signage Ready,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,19.80994879,0,41441.7412892045
1085,1252,52.81,465,I,465,I465, , , ,IN,1,3,3,1,Signage Ready,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,52.81417378,0,110605.704586602
1086,1265,39.28,74,I,74,I74, , , ,IN,1,35,5,2,Signage Pending,3,1,Signage Ready,0,0, ,3,2,Signage Pending,0,0, ,39.27553009,0,82750.2612075296
1087,1395,10.15,69,I,69,I69, , , ,IN,1,3,3,1,Signage Ready,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,10.14927747,0,21319.2939896067
1088,1401,103.92,65,I,65,I65, , , ,IN,1,3,3,2,Signage Pending,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,103.92471147,0,214061.429195944
1089,1402,40.52,74,I,74,I74, , , ,IN,1,3,5,2,Signage Pending,3,1,Signage Ready,0,0, ,3,2,Signage Pending,0,0, ,40.51583592,0,84686.8236724239
1090,1404,64.98,70,I,70,I70, , , ,IN,1,3,3,2,Signage Pending,3,1,Signage Ready,3,2,Signage Pending,3,1,Signage Ready,0,0, ,64.97592587,0,137152.102030024
1091,1248,115.55,69,I,69,I69, , , ,IN,1,3,3,2,Signage Pending,3,2,Signage Pending,0,0, ,3,2,Signage Pending,0,0, ,115.55029263,0,237618.91824682
1092,1249,43.86,70,I,70,I70, , , ,IN,1,3,3,2,Signage Pending,3,1,Signage Ready,3,2,Signage Pending,3,1,Signage Ready,0,0, ,43.85612162,0,92066.6157856788
1093,1247,22.23,70,I,70,I70, , , ,IN,1,3,3,2,Signage Pending,3,2,Signage Pending,3,2,Signage Pending,3,1,Signage Ready,0,0, ,22.2340027,0,46655.2843323467
1094,1250,24.02,70,I,70,I70, , , ,IN,1,3,3,1,Signage Ready,3,1,Signage Ready,3,2,Signage Pending,3,1,Signage Ready,0,0, ,24.01769687,0,50449.7835861075
1095,1253,33.52,74,I,74,I74, , , ,IN,1,3,5,2,Signage Pending,3,2,Signage Pending,0,0, ,3,2,Signage Pending,0,0, ,33.52090841,0,71044.3412381614
1096,1394,139.17,65,I,65,I65, , , ,IN,1,3,3,2,Signage Pending,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,139.17051964,0,294554.439869707
1097,1396,29.63,94,I,94,I94, , , ,IN,1,3,1,1,Signage Ready,3,2,Signage Pending,0,0, ,3,2,Signage Pending,0,0, ,29.6269697,0,64009.8012034308
1098,1397,55.24,80,I,80,I80,I90, ,EAST-WEST TOLLRD,IN,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,55.24476751,0,119498.120500903
1099,1260,7.33,90,I,90,I90, , ,EAST-WEST TOLLRD,IL,1,1,1,1,Signage Ready,0,0, ,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,7.33252748,0,15824.8137745638
1100,1262,2.91,80,I,80,I80,I94, ,TRI-STATE HWY,IL,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,2.9108174,0,6300.73809358592
1101,1256,22.8,55,I,55,I55, , ,ADLAI E STEVENSON EXWY,IL,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,22.80328644,0,49378.2594709081
1102,1257,15.53,94,I,94,I94, , ,CALUMET EXWY,IL,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,15.53471004,0,33358.2133449937
1103,1255,0.21,55,I,55,I55, , , ,IL,1,1,0,0, ,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,2,Signage Pending,0.20647745,0,446.154016208559
1104,1259,5.52,90,I,90,I90,I94, ,JOHN F KENNEDY EXWY,IL,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,5.5242587,0,11884.1633404719
1105,1261,1.57,55,I,55,I55, , ,ADLAI E STEVENSON EXWY,IL,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1.56739483,0,3404.35672886107
1106,1264,4.19,94,I,94,I94, , , ,IN,1,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,1,1,Signage Ready,0,0, ,4.19399026,0,9065.2057706333
1107,1263,11.66,94,I,94,I94, , , ,IN,1,13,1,1,Signage Ready,3,1,Signage Ready,1,2,Signage Pending,3,1,Signage Ready,0,0, ,11.66452172,0,25241.706691145
1108,1403,37.1,74,I,74,I74, , , ,IN,1,3,5,2,Signage Pending,3,2,Signage Pending,0,0, ,3,2,Signage Pending,0,0, ,37.09666016,0,77663.1254270672
1109,1405,31.81,71,I,71,I71,I,71, ,KY,1,2,2,2,Signage Pending,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,31.80842136,0,65879.3180530235
1110,1406,43.67,75,I,75,I75,I,75, ,KY,1,26,2,2,Signage Pending,2,1,Signage Ready,2,1,Signage Ready,0,0, ,6,2,Signage Pending,43.67296586,0,89404.252834719
1111,1398,24.42,265,I,265,I265,I,265, ,KY,1,26,6,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,24.42417854,0,50084.1799674158
1112,1399,10.02,71,I,71,I71,I,71, ,KY,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,10.02406629,0,20647.0701200566
1113,1400,35.31,71,I,71,I71,I,71, ,KY,1,2,2,2,Signage Pending,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,35.30964833,0,72664.7694650733
1114,2279,25.48,75,I,75,I75,I,75, ,KY,1,26,2,2,Signage Pending,2,2,Signage Pending,2,1,Signage Ready,0,0, ,6,2,Signage Pending,25.47686671,0,51947.3425223055
1115,1213,5.45,275,I,275,I275,I,275, ,OH,1,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,5.4493974,0,11387.8839868469
1116,1214,5.63,75,I,75,I75,I,75, ,OH,1,2,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,5,1,Signage Ready,0,0, ,5.63049918,0,11707.6504501879
1117,1215,5.12,71,I,71,I71,I,71, ,OH,1,25,5,1,Signage Ready,2,1,Signage Ready,2,2,Signage Pending,5,2,Signage Pending,0,0, ,5.1185159,0,10646.1052715454
1118,1422,17,71,I,71,I71,I,71, ,OH,1,25,5,1,Signage Ready,2,1,Signage Ready,2,2,Signage Pending,5,2,Signage Pending,0,0, ,17.00246999,0,35262.0646858716
1119,1425,24.23,275,I,275,I275,I,275, ,OH,1,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,24.22670606,0,50266.4804793157
1120,1410,13.72,275,I,275,I275,I,275, ,KY,1,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,13.71944356,0,28588.4783585236
1121,1417,6.79,71,I,71,I71,I,71, ,KY,1,26,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,0,0, ,6,2,Signage Pending,6.79105451,0,14095.3144620774
1122,1418,14.97,275,I,275,I275,I,275, ,OH,1,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,14.96532964,0,31239.0818755553
1123,1409,7.26,275,I,275,I275,I,275, ,OH,1,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,7.26450012,0,15076.7309676549
1124,1408,3.27,275,I,275,I275,I,275, ,IN,1,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,3.26639161,0,6750.90209162176
1125,1411,0.02,275,I,275,I74,I,74, ,OH,1,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0.01701805,0,35.4784881167448
1126,1415,12.31,71,I,71,I71,I,71, ,KY,1,26,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,0,0, ,6,2,Signage Pending,12.31002854,0,25371.6380663227
1127,1416,10.63,275,I,275,I275,I,275, ,KY,1,2,2,1,Signage Ready,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,10.62590963,0,22124.6129556984
1128,1412,0.32,71,I,71,I71,I,71, ,KY,1,2,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,0,0, ,0,0, ,0.31509797,0,653.404483987932
1129,1413,0.03,71,I,71,I71,I,71, ,KY,1,2,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,0,0, ,0,0, ,0.0341993,0,70.2202548284325
1130,1414,0.02,71,I,71,I71,I,71, ,KY,1,2,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,0,0, ,0,0, ,0.02482911,0,51.3614723612055
1131,1421,10.29,75,I,75,I75,I,75, ,OH,1,2,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,5,1,Signage Ready,0,0, ,10.28755619,0,21320.889731432
1132,1419,0.27,75,I,75,I75,I,75, ,OH,1,2,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,5,1,Signage Ready,0,0, ,0.26894685,0,554.013534194593
1133,1420,0.3,71,I,71,I71,I,71, ,OH,1,25,5,1,Signage Ready,2,1,Signage Ready,2,2,Signage Pending,5,2,Signage Pending,0,0, ,0.30238079,0,630.052296850768
1134,1424,6.35,75,I,75,I75,I,75, ,OH,1,2,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,5,1,Signage Ready,0,0, ,6.35082651,0,13136.0314983382
1135,1423,1.89,75,I,75,I75,I,75, ,OH,1,2,2,1,Signage Ready,2,1,Signage Ready,2,1,Signage Ready,5,1,Signage Ready,0,0, ,1.89415599,0,3920.12925542647
1136,1216,20.6,75,I,75,I75,I,75, ,OH,1,2,2,2,Signage Pending,2,1,Signage Ready,2,1,Signage Ready,5,1,Signage Ready,0,0, ,20.60297439,0,42797.1326534234
1137,1224,68.7,69,I,69,I69, , , ,IN,1,3,3,2,Signage Pending,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,68.69895863,0,144952.983946122
1138,1221,23.55,69,I,69,I69, , , ,IN,1,3,3,2,Signage Pending,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,23.54982062,0,49681.4358367616
1139,1229,39.17,69,I,69,I69, , , ,IN,1,3,3,2,Signage Pending,3,2,Signage Pending,0,0, ,3,1,Signage Ready,0,0, ,39.16687446,0,83703.6528762304
1140,1227,3.75,69,I,69,I69, , , ,IN,1,3,3,2,Signage Pending,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,3.74516925,0,7982.72526450514
1141,1228,6.03,69,I,69,I69, , , ,IN,1,3,3,2,Signage Pending,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,6.02693676,0,12899.8566733123
1142,1226,3.24,69,I,69,I69, , , ,IN,1,3,3,2,Signage Pending,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,3.23622223,0,6887.2468170283
1143,1231,3.84,69,I,69,I69, , , ,IN,1,3,3,2,Signage Pending,3,2,Signage Pending,0,0, ,3,1,Signage Ready,0,0, ,3.83850537,0,8241.76448795258
1144,1230,0.04,69,I,69,I69, , , ,IN,1,3,3,2,Signage Pending,3,2,Signage Pending,0,0, ,3,1,Signage Ready,0,0, ,0.03864698,0,83.7831316641363
1145,1235,18.44,75,I,75,I75,I,75, ,OH,1,2,2,2,Signage Pending,2,1,Signage Ready,0,0, ,5,1,Signage Ready,0,0, ,18.44019706,0,38559.5742397339
1146,1234,2.96,75,I,75,I75,I,75, ,OH,1,2,2,2,Signage Pending,2,1,Signage Ready,2,1,Signage Ready,5,1,Signage Ready,0,0, ,2.95944055,0,6166.60695391279
1147,1451,67.17,90,I,90,I90, , ,JOHN F KENNEDY EXWY,IL,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,67.17209046,0,146305.998963324
1148,1466,69.98,94,I,94,I94, , ,EAST-WEST FRWY,WI,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,69.97698117,0,154711.419407288
1149,1474,95.97,41,I,41,I41,U,41, ,WI,1,24,2,2,Signage Pending,2,1,Signage Ready,0,0, ,4,1,Signage Ready,0,0, ,95.9664808,0,213187.340328681
1150,1476,34.57,41,I,41,I41,U,41, ,WI,1,246,2,2,Signage Pending,2,1,Signage Ready,0,0, ,6,1,Signage Ready,0,0, ,34.56983167,0,77849.5093681719
1151,1477,152.16,53,U,53,U53, , , ,WI,3,46,4,2,Signage Pending,4,1,Signage Ready,0,0, ,6,2,Signage Pending,0,0, ,152.1564523,0,351527.414009793
1152,1509,9,43,I,43,I894,I43, , ,WI,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,9.00149104,0,19866.6385545528
1153,1333,8,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,7.99974272,0,17565.7926608659
1154,1360,76.62,94,I,94,I94, , , ,WI,1,4,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,4,2,Signage Pending,1,2,Signage Pending,76.62311027,0,172514.268590131
1155,1475,103.2,39,I,39,I39,S78, , ,WI,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,103.20253102,0,231434.400448262
1156,1519,62.91,94,I,94,I94,I90, , ,WI,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,62.91394038,0,140246.787891482
1157,1334,24.61,90,I,90,I90, , , ,WI,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,24.61315651,0,55062.440653989
1158,1331,16.83,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,16.82817572,0,36942.5976558028
1159,1241,2.09,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,2.09162608,0,4559.4340968318
1160,1243,1.04,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,1.03923434,0,2270.18237631311
1161,1239,4.86,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,4.85701702,0,10588.0620564788
1162,1240,0.28,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,0.28362208,0,617.561180331184
1163,1242,3.24,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,3.23757892,0,7058.42857236005
1164,1244,1.18,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,1.17928897,0,2586.35409712198
1165,1330,4.29,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,4.2875603,0,9380.20690294228
1166,1332,1.38,151,U,151,U151, , , ,WI,3,4,4,2,Signage Pending,4,1,Signage Ready,0,0, ,4,2,Signage Pending,0,0, ,1.37898934,0,3028.99223186951
1167,1335,20.91,90,I,90,I90, , , ,WI,1,1,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,20.90708158,0,46811.0775762844
1168,1337,3.26,94,I,94,I94, , , ,WI,1,14,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,4,1,Signage Ready,1,2,Signage Pending,3.25695704,0,7384.30796209985
